id,hate
930176434194337794,yes
930176350807379968,no
930176044459593728,yes
930175346573529088,no
930175338256232448,no
930175119175151616,yes
930175093530968064,yes
930174987037827072,no
930174607985954816,yes
930174540705075200,yes
930174391006179329,yes
930174345829285888,yes
930173787177476096,yes
930173628272070657,no
930172951441403904,yes
930172939688923136,yes
930172760491544576,yes
930172383926870016,yes
930171715103133697,yes
930171234381332480,yes
930171142823989248,yes
930170696692568065,yes
930170411765174272,yes
930170253870583808,yes
930169668320546817,yes
930169415487942657,yes
930169321988517889,yes
930168773826490368,yes
930168601826471937,yes
930168500206829569,yes
930168423195308037,yes
930168233474355202,yes
930168187198607360,yes
930168127975018496,yes
930168062770384896,yes
930167905773342721,yes
930167888702574593,yes
930167830078808065,yes
930167822440857602,yes
930167455095369728,yes
930167095563898886,yes
930166975610998784,no
930166842588573696,no
930166826960605184,yes
930166311967113221,yes
930166132799168512,yes
930166130626453504,yes
930165638756171777,yes
930165572045811713,yes
930165418551074817,no
930165401035689985,no
930165335881330689,yes
930165226351267841,yes
930164997241688065,yes
930164917033979906,yes
930164718391742464,yes
930163803630682112,no
930163578203668480,no
930163372779294721,yes
930163304554815488,yes
930163075461844993,yes
930162135413481473,yes
930161981536993287,yes
930161359983136768,no
930160632401408000,no
930160518815539200,no
930160036004941824,yes
930159760866988032,no
930159477860569091,yes
930158764799549441,yes
930158445474566149,no
930157925955334144,yes
930157610657075202,yes
930156733531598850,no
930155790064812032,no
930155640693100544,yes
930155474632110080,yes
930155471096467457,no
930155438418661378,no
930155305593376768,no
930154363988963328,yes
930154362076303363,yes
930154317163778048,no
930154315360227330,yes
930154300713644032,no
930154100406325253,no
930154061374132225,no
930153870252216320,yes
930153534938632192,yes
930153417317765120,yes
930153269246164992,no
930153209787711488,yes
930153180721184768,yes
930153047434686465,no
930152632630628353,no
930152287275831297,no
930152221794295808,yes
930152122921861120,yes
930151731891261440,no
930151704124735489,no
930151641583620096,yes
930151538479321093,yes
930151370589601792,yes
930151335072358400,no
930151080540991489,no
930151028275769344,no
930150811610566656,yes
930150806610956288,no
930150388610805762,yes
930150309871210496,yes
930150188693499904,yes
930149511158292481,no
930149448696717314,yes
930149227497390082,yes
930148478067642368,yes
930148319501922304,yes
930147563285688320,yes
930147559808688128,yes
930147354291949568,yes
930147175996313600,yes
930146964976685061,yes
930146745283235846,yes
930146482598174725,no
930146443884683265,yes
930146397139107840,yes
930146175218577409,no
930146117295267840,no
930145562971836421,no
930145462170148864,no
930144998649204738,no
930144930072317954,yes
930144896970842112,yes
930144545894891520,no
930144359105916928,yes
930143912932577286,yes
930143898235752448,no
930143268993675264,no
930143232402640897,no
930142746265968645,yes
930142542288576512,yes
930142484600156160,no
930142180840222720,yes
930142147566850048,yes
930141757559525378,no
930141680304615425,yes
930141343548084225,yes
930141207916838912,yes
930141065931362305,yes
930141048957030400,yes
930140883323932672,yes
930140361002975232,no
930140219634081794,yes
930140081901404162,yes
930139937541840897,no
930138925267603457,yes
930138517870731265,yes
930137890524483584,no
930137529516544000,yes
930136969073561600,yes
930136111032209410,yes
930136042539290629,no
930135943759237120,yes
930135253171294209,yes
930135237312548865,no
930134895489318912,no
930134621106425859,no
930134079680507904,yes
930134061452025856,yes
930133571142078464,yes
930133202269822977,yes
930131934935703553,no
930131605611581440,yes
930131504583331840,no
930131223971803139,no
930130926289465345,yes
930130494808776704,yes
930129793919651840,no
930129322979061760,yes
930129186802483200,yes
930128366484717568,yes
930127998304641024,yes
930127983125417985,yes
930127808038428674,yes
930127727063175168,no
930127726652125186,yes
930127562277351424,yes
930127347294134278,yes
930127346295812097,yes
930127058478551040,yes
930127012538306560,yes
930126989356347393,yes
930126878962278400,yes
930126830585163776,yes
930126679300890624,no
930126409145647109,no
930126395551961089,yes
930126304648843264,no
930126035873648640,no
930125844768526336,yes
930125464051552256,yes
930125431738720257,no
930125332480393217,yes
930124912198549504,yes
930124702747590657,yes
930124594274586624,yes
930124379496648704,no
930123944425816066,yes
930123938834866181,yes
930123795922382848,yes
930123717874737152,yes
930123327045238784,yes
930123234493849600,yes
930123170635542528,yes
930123064414752768,yes
930122901096935424,no
930122888220495872,yes
930122113368952844,yes
930122036587974656,yes
930121539718205440,yes
930121254367047681,yes
930120894541910017,yes
930120825843474433,yes
930120383692292096,yes
930120346379878400,yes
930120165693550592,yes
930119534887014400,no
930119108993134592,yes
930118196228747264,yes
930117759807221760,yes
930117618555551744,no
930117500313972738,yes
930117282247905282,yes
930116904668233733,yes
930116884451725313,yes
930115708159188992,yes
930115694057918466,no
930115602869637120,no
930115591448530944,yes
930115548825997313,no
930115531830693888,yes
930115276691181568,no
930115239911280641,yes
930115017747386368,yes
930114842912088064,yes
930114812360691714,yes
930114717355593729,no
930114683826331648,yes
930114639287017476,yes
930114604512022533,yes
930114534328668160,yes
930114525940068352,yes
930114426941902848,no
930114352396546049,no
930114118538924033,no
930113723649454080,no
930113680427094016,no
930113631022387206,no
930113605848223745,yes
930113598042583041,no
930113591952408578,yes
930113580330110977,yes
930113573040394245,yes
930113566379823104,yes
930113556305113088,no
930113415594627072,yes
930113340449443841,yes
930113313991680000,yes
930113266910728193,no
930113156818579457,yes
930113085691629568,no
930113047582126080,yes
930112922445107200,yes
930112831143464960,yes
930112708967575552,no
930112655918059520,no
930112610409832449,yes
930112604386631680,yes
930112577266470913,yes
930112559893700608,yes
930112443082297344,yes
930112410874204160,yes
930112393274937345,yes
930112378129313792,yes
930112337335504897,yes
930112027665862656,no
930111695686656000,yes
930111692352184320,yes
930111665206693888,yes
930111540925206528,yes
930111523594399745,yes
930111233939988480,yes
930111168852713474,yes
930111106634301441,yes
930111038464372737,no
930110820201193474,yes
930110595759828993,yes
930110348845309953,yes
930110178292305920,no
930110053788549120,yes
930109791388749825,no
930109598157156354,no
930109592083861510,no
930109064993964032,yes
930109008597475329,yes
930108131765555200,yes
930107564976680960,yes
930107377055096832,no
930107225334566912,yes
930107181231427584,no
930107106056982529,no
930106859322859520,yes
930106815924375552,yes
930106595182284803,yes
930106092155211777,yes
930105305165434882,yes
930105166518542342,yes
930104533052780546,yes
930104313887719424,yes
930103984953622528,no
930103945334202368,yes
930103025393438721,yes
930102330338562048,no
930102149299744769,yes
930101884219723776,yes
930101770759626752,yes
930101735091302400,yes
930101630850289665,no
930101515834060801,no
930101383591874560,no
930101332517769216,yes
930100573646532608,yes
930100250089541632,yes
930100230946729984,yes
930099970933444618,yes
930099686777667584,no
930099553960947712,yes
930099382984347654,no
930099228063518724,yes
930099088816791552,no
930098612834656257,yes
930098599769329664,yes
930098377416724481,no
930098301076111361,yes
930098184382185473,yes
930098055617052672,yes
930097839878885377,yes
930097530565775362,no
930097257411764229,yes
930097007565459457,yes
930096891391631360,no
930096493117296640,yes
930096433772027905,yes
930096268231299072,yes
930096147582083072,yes
930095226118483968,no
930094691680440325,yes
930094535006400513,yes
930094464097505280,no
930094306060374018,yes
930094168830984193,yes
930094151378620417,no
930093795982524416,yes
930093655746064390,yes
930093650389950464,no
930093238614183937,yes
930093123145003009,yes
930093052038975488,yes
930092963383963648,yes
930092450374352896,yes
930091788630507520,no
930091382643085312,no
930090746291597313,yes
930090685847560192,yes
930089894927568897,no
930089411819331584,yes
930089378830884865,yes
930089301714628608,no
930089236124061697,no
930089211729936389,no
930089149302009859,yes
930088841410699264,yes
930088679481184263,no
930088563290574854,yes
930088269919981574,no
930088061177909248,yes
930087950305648641,yes
930087648198307840,yes
930087361056268288,yes
930087028443746305,yes
930086686209474560,yes
930086354243018753,yes
930086211884023808,yes
930086095798317056,yes
930086063347036161,no
930085899861360641,no
930085807632912384,no
930085716507414528,no
930085639759986693,no
930085315905294336,yes
930085095951568896,yes
930084589204398080,yes
930084452704948226,yes
930083953658220544,yes
930083837656358912,no
930083686552305667,yes
930083306925850624,no
930082831107158018,yes
930082730469134336,yes
930082591419576320,no
930081842644086784,no
930081610120204288,yes
930081379534196737,no
930081273036623872,no
930081197425872897,no
930080282878926848,no
930080199361908736,yes
930079977516789760,yes
930079641804603392,yes
930079408253054976,no
930079324044226561,yes
930079058565783552,no
930078938436694016,no
930078873919938561,yes
930078678326923265,yes
930078534114074625,yes
930078384826339330,no
930076969911406592,no
930076743389544448,no
930076718420955136,no
930076645775564800,yes
930076285778481153,no
930076100927074304,yes
930075525476995072,yes
930075326545367040,yes
930075053684862976,yes
930074967911301120,yes
930074304192176128,no
930073870865969152,yes
930073514236932098,yes
930072646833901568,yes
930072615452135429,yes
930071611348324352,yes
930071460613443584,no
930071377901768704,no
930071306900590592,no
930071047008866304,no
930070572125605888,yes
930070519428329473,no
930070408996577281,yes
930070395662798848,yes
930070368760541184,no
930070313068527617,no
930070090418094080,no
930070056083558403,yes
930069843029749760,yes
930069744111312896,no
930069533402034176,no
930069431815897088,yes
930068973437308928,yes
930068546134126592,yes
930068321315278849,yes
930067948676485121,no
930067765540605952,no
930067385742184448,no
930067167671754752,no
930065649455345664,yes
930065635157184512,no
930065380382568448,yes
930064195718209537,yes
930063991904366599,yes
930063568665530369,no
930063417070817281,no
930063229476151296,yes
930062857361854464,yes
930062506143428608,no
930061907607814145,yes
930061763848146944,yes
930061583937613824,no
930060899821514753,yes
930059576770289664,yes
930058983704014848,yes
930058601741340673,no
930058074483838978,no
930057890970394624,yes
930057101766004736,no
930056950993358849,no
930055932851249152,no
930055310898880514,yes
930055294801076225,yes
930055118145376256,yes
930054582037811201,yes
930053542328627206,yes
930053390075297793,yes
930052910137802752,no
930052741568909312,no
930052544445009922,yes
930052397199691776,yes
930051111565844481,yes
930050133751881729,yes
930049819351150592,no
930049376822718464,no
930049287832076288,yes
930048798214279168,yes
930047808127848454,no
930047736023568384,yes
930047503847870464,no
930046894516178944,yes
930046191907115008,yes
930045960490749953,yes
930044376251883520,no
930043588267962368,yes
930043159970803712,yes
930043127833927680,yes
930043110985519105,yes
930043094187331585,no
930043090664087553,yes
930042822820016129,yes
930042807720476672,yes
930042067165896704,yes
930042025017249792,yes
930041806913404928,yes
930041611924525056,yes
930041550754795520,yes
930041302699446273,no
930041214983987202,yes
930041137984954368,no
930041060444852224,yes
930040563289722881,yes
930040306661281797,yes
930040240999419904,yes
930040006697193472,yes
930039924321112064,yes
930038965838770178,yes
930038824276815873,yes
930038397024030720,yes
930038233978867713,yes
930037767370887169,yes
930037274586374144,yes
930037053785600000,no
930037019702648832,yes
930036941751496704,yes
930036799405264897,yes
930035687012880384,yes
930035595421913088,no
930035378173677568,no
930035302084890624,yes
930035034412609537,yes
930034583340544000,yes
930033828931997696,yes
930033134632161281,yes
930033045368864769,yes
930029859170025475,no
930028731921588224,yes
930027632736968704,yes
930027468366508034,no
930027426918346752,yes
930027282944622592,yes
930026985778307073,yes
930026841771036672,yes
930025948652720129,yes
930025895095496704,yes
930025475782725632,yes
930024819457916928,no
930024630789836803,no
930024384043069440,yes
930023948712054784,yes
930023928080273408,no
930023437279662080,no
930022714332598272,no
930022225058631680,yes
930022055961137152,no
930021953716539392,no
930021459082252288,yes
930020901881556992,yes
930020801344131072,yes
930020739880697857,yes
930020606564880384,no
930019522953826307,yes
930019273505943553,yes
930019238760337409,yes
930019031561768960,yes
930018690602602496,yes
930018486776160256,yes
930017772377116672,no
930017755683852288,no
930017673290936325,no
930017206586535936,yes
930016586026676226,yes
930016527390212096,no
930016463280328704,no
930016180055748608,no
930016017358745601,yes
930016005191020544,yes
930015574041776128,no
930015281027706880,no
930014966769508352,yes
930014497498128384,no
930013800866238464,no
930013535060586496,no
930013353778515968,yes
930013182898397184,yes
930012898788827136,yes
930012806082162689,no
930012783340429315,yes
930012152873799681,no
930011613175926785,no
930011360100044801,yes
930011339967385600,yes
930010836957097984,yes
930010787892121600,yes
930010681562288128,yes
930010495142285312,yes
930010436237488128,yes
930010419212713984,yes
930009945977876480,yes
930009837508939778,no
930009101190430720,yes
930008802316910592,yes
930008758478147586,no
930008032364331009,yes
930007915381035008,yes
930007836272222208,yes
930007796099280896,yes
930007699059769344,no
930006881795493888,yes
930006829295460353,yes
930005624167063553,no
930005183467343873,yes
930004705123725312,yes
930004695069970434,no
930004568196501504,yes
930004410054381569,no
930004054738198528,no
930003844272095232,yes
930003786936045568,yes
930002032366379010,yes
930000807587696640,yes
930000706123239424,no
930000152508674048,yes
929998002101551104,yes
929997835063496704,no
929997592112586754,no
929996893651980288,yes
929996851973107713,yes
929996367963066368,no
929995266735865856,yes
929994792838320128,no
929993679984627712,yes
929993499658698758,yes
929993479412793347,yes
929993329122664448,no
929992899877572608,yes
929992801269506048,yes
929992538064289793,yes
929992367687348224,yes
929992225915891713,yes
929991621369790464,no
929991269220278272,yes
929990408108675072,yes
929990131343347712,no
929988998654775297,yes
929988943310983168,yes
929988374143930368,no
929987889844445184,no
929987551867359232,yes
929986373104357376,yes
929986190140497920,no
929984777427542017,yes
929984359909789696,yes
929982133631963139,yes
929981087551385601,yes
929980849495379969,no
929980217535422464,yes
929979652713484288,yes
929978938121744385,yes
929978410155368448,no
929978408989229056,yes
929978308959367169,yes
929978060287500288,no
929977788546846720,yes
929977344365879296,yes
929976406351712261,no
929975601498345472,yes
929975479779676160,no
929975248539275264,yes
929974598589968384,yes
929974073714790400,no
929974051858255873,no
929973958748917760,no
929973742951788544,yes
929973403104235521,yes
929972528767959041,yes
929970919304499200,yes
929969275468763141,yes
929968402109739008,yes
929968116364468224,no
929967668123328512,yes
929967228505563136,no
929965755763970049,yes
929965607805648897,yes
929961983889338370,no
929961815462891520,no
929961539955822593,no
929961385492205568,yes
929960708288151552,yes
929960639124115456,yes
929960580575789057,no
929960551748382720,yes
929960456017580032,yes
929960305660063744,yes
929959153283379200,yes
929958424397402112,yes
929957691312574464,yes
929957192517734400,yes
929954858265972736,yes
929953912332922881,yes
929950998961016832,yes
929950753162178560,no
929948091469500416,no
929947994321051648,yes
929947670516510720,yes
929947434188492800,no
929945252600909824,yes
929945000544174080,no
929944419838709760,yes
929944087800762369,yes
929943410034855936,yes
929943065330180096,yes
929942943368204288,yes
929942646533120000,no
929942100275355649,yes
929942021674061824,no
929941469636505602,no
929941085874475008,yes
929940704712724480,yes
929940386570821632,yes
929940249719033857,yes
929940155561140225,no
929939570837393408,no
929939086642765824,yes
929937100304207873,yes
929936889930534912,no
929936866463252480,no
929936652394553344,yes
929936589928697856,yes
929936579140997120,yes
929936567820570625,yes
929936232053952512,no
929935537217171456,yes
929933996674441219,yes
929933823269376001,yes
929933094181900289,no
929933031401455616,no
929931382645837824,yes
929930617013374977,no
929929091138117632,no
929928835709198336,yes
929928285827592192,yes
929928057594503168,no
929927916863049729,yes
929927808490590208,yes
929927584623849472,yes
929927055948550144,no
929926935697936384,no
929925956311056384,no
929925866762711041,yes
929925366172577793,yes
929925300540108805,no
929925217270583296,no
929924835488153601,yes
929923925290741761,yes
929923625364480000,yes
929923345398816768,yes
929923189270040576,yes
929922648674586625,yes
929922190258163713,yes
929921952931831808,yes
929921826607763456,yes
930565674681929728,yes
930565648605958145,yes
930565508637843456,yes
930564203890593792,yes
930562956215095296,yes
930560919670870019,yes
930560660139802624,yes
930559817432883202,no
930558738448158720,yes
930558452459622402,yes
930557983418875905,no
930557428541939712,no
930557277496594433,no
930556901338832896,yes
930555411794726913,yes
930554226064769024,yes
930553391390085121,no
930552890028158976,no
930548753399996417,yes
930546906215751680,no
930546491252445184,yes
930546296007610369,no
930545993778651136,no
930545249050681345,no
930544081943650304,yes
930544023080701952,no
930543804121202688,no
930543374247088129,yes
930541971759710208,yes
930540456185909248,no
930540201730068480,no
930540192246784000,no
930539992698548224,no
930539096568729606,no
930537298822926338,yes
930536690128773120,no
930534930114859009,no
930534754188963840,yes
930534627881684992,yes
930533096289652736,no
930532436475125760,no
930531536075673615,no
930530495313711105,no
930530263544815616,no
930529566560538631,no
930529214788526080,no
930529161311121408,no
930528725820755970,no
930528504692789249,no
930528443015495680,no
930528442944229384,no
930528442516418562,no
930528121094320128,yes
930527399028117504,yes
930526763461107713,yes
930525201057615874,no
930524940645863424,no
930523762402975745,yes
930523720078299137,no
930523237376720896,yes
930522512701689856,yes
930518819591917568,no
930517357444902913,yes
930516083290886144,no
930515849118715904,no
930514098395246592,yes
930512003323502592,yes
930511290614808576,yes
930511074864128000,yes
930510730507546624,no
930510335840260096,no
930509815046164480,no
930509635320270849,no
930509305824055296,no
930508786892181505,no
930507975650930688,no
930507899582992384,no
930506970662129665,yes
930506123098116096,no
930506085529776131,no
930505238842413056,no
930504680848936960,yes
930503825936584710,no
930501511565729792,no
930501301649145857,no
930499877993353216,no
930499564255285250,no
930499100990156800,yes
930498879207985152,yes
930498860308484099,no
930498859733782533,no
930498475204149248,no
930498472423444480,no
930498159503200256,no
930498141190742017,no
930497879759884288,no
930497871232864256,no
930497504185118721,yes
930497338170335232,no
930496806798200833,no
930496583761833987,no
930494927754219520,yes
930493326582829059,no
930493133686824960,no
930491828733988871,yes
930491066918334464,yes
930490638986104832,yes
930490224982966272,yes
930489507748679680,no
930488831668826112,yes
930488592027267072,no
930488417204436992,yes
930488135833804801,no
930487610325204992,yes
930487524958527488,no
930486872048095233,yes
930485442490888192,yes
930485372294922240,yes
930485289100955653,yes
930485057994752000,no
930483582837166080,no
930482654671187969,no
930481698185400321,no
930480672631902213,no
930479228843413504,no
930478754283081729,no
930478321334472709,no
930476797984165890,yes
930476206545350662,no
930476160575852545,no
930475546353467392,no
930474683744604160,yes
930473417836564480,yes
930473256888434688,yes
930472763294453760,no
930471242108370944,yes
930469477149478912,no
930467156088811521,no
930467081967099906,yes
930466566445047808,no
930466142916931584,no
930465740561502208,no
930465726154014721,yes
930465449598431234,no
930464996940709889,yes
930462650764578818,yes
930462158931992576,no
930461996511875072,no
930461590356455424,yes
930459738764013568,no
930459494206902273,no
930459463085182976,yes
930459351516614662,no
930459136759943168,no
930459019898212352,yes
930458632415862784,no
930457673392418816,no
930456977960030208,no
930456790583701504,no
930456665417232384,no
930456655820673025,yes
930455993066098688,yes
930455539078909953,yes
930455204994088961,yes
930454615153369088,yes
930453349186637824,no
930451059042070528,no
930450263470759936,no
930448108655398913,no
930447740294914049,yes
930447560589836289,yes
930446449330085888,yes
930446409156964352,yes
930446308174942208,yes
930445435294179328,yes
930444730621718528,no
930444158816456704,no
930437422709690371,yes
930437388932976640,yes
930436912434896896,yes
930434531991195648,no
930434222799622144,no
930433722381406208,yes
930430326773637120,yes
930429509253308416,no
930428920666652672,no
930428166585372672,no
930428095991025665,no
930427512596910080,no
930427496385966080,no
930427466228826112,no
930427364923924481,yes
930426743407685633,yes
930424183841898496,no
930423060737470465,yes
930422996254081024,yes
930421507834118146,yes
930420876717195265,no
930420593379471360,no
930420408494501888,yes
930420241288527872,yes
930417897482137600,yes
930417752308895744,no
930414044309270529,no
930413667241381888,no
930413491491688449,no
930413408297635840,yes
930412943476428801,yes
930411117070995457,no
930410979829182464,no
930410894638665728,no
930410608549421056,yes
930410503184224256,no
930409908285173760,no
930409685601177600,no
930409244318453762,no
930409206141865985,no
930408261114884096,yes
930405223000133633,no
930404694710554624,no
930404658329407488,no
930404564104335360,yes
930404192946151426,yes
930404021399146496,no
930403335055781889,yes
930402448853913600,no
930402369145397248,no
930401328786038785,no
930401261605793794,no
930401261488345088,yes
930400760579461120,yes
930400360077938689,no
930400097929711617,no
930398916771827713,no
930398856088571904,yes
930398429020385280,no
930398368660180992,yes
930398126694916097,yes
930397871639318528,yes
930397212332392448,yes
930396368811823104,yes
930395379434127360,yes
930394066759634945,no
930392918736691200,yes
930391910040076293,yes
930391236816572416,yes
930389150804643840,yes
930388799808589824,yes
930388627015847937,no
930387948662677504,no
930387516762583040,yes
930387465348833280,no
930386613666045952,yes
930386247490646017,no
930385844715819008,no
930384962817314816,no
930384677185245185,no
930384152028905474,no
930383988610535424,yes
930383853109366784,no
930382536227868672,yes
930381239055474688,no
930380430913753088,no
930380079775080449,yes
930380075245162497,no
930378961317761024,yes
930378326476288000,no
930378209715212288,yes
930376074357194752,no
930375282355326977,yes
930375245537693696,yes
930374521378476032,yes
930373183202648064,no
930371356067352578,no
930371105214337024,no
930370104348610560,yes
930369874756538368,yes
930369660704493569,yes
930369562578767872,yes
930369470786424834,no
930365193082822656,no
930364275192946688,no
930364071395852288,yes
930362195304701952,no
930361221043322880,no
930360986795732992,yes
930360724483969025,no
930360140058058752,yes
930359920763031552,no
930359404242915328,yes
930355915391488000,yes
930355826501541888,no
930349425918177280,yes
930347317714128898,no
930347032925089792,yes
930345740668252160,no
930339092444925952,no
930337465491181568,yes
930335949044596736,no
930335448962039808,no
930334690233511936,yes
930332307361218560,yes
930331284928417792,yes
930331066258345984,yes
930330972784128001,no
930330292371550208,no
930328589668675584,no
930328015506112512,no
930327929078321158,no
930327840775704576,no
930327682042204162,yes
930325451565826049,yes
930324068607328256,yes
930321997489459200,no
930320780180836352,yes
930319822403055617,no
930318521787174912,yes
930317584116920320,yes
930316917327515648,yes
930314401231630336,yes
930309312156700675,no
930304009302413312,yes
930302281836359681,yes
930300872583794688,no
930299738208866304,yes
930299042009141248,no
930297239825715200,yes
930294386780405760,no
930293034318794752,no
930286180494663681,no
930283988769476608,no
930276276014866434,yes
930273585016516609,no
930273582436966400,no
930272364574724096,yes
930269588989849601,no
930268599914201088,no
930268321013993472,yes
930267747497463808,yes
930266899950301184,no
930262176278962176,no
930262059044007937,yes
930249983097483264,no
930235881549594625,no
930234567843352576,no
930230609779314688,yes
930228849803218945,yes
930226818908553216,yes
930226254384648192,yes
930223933793685505,yes
930223794656030720,yes
930223666532618240,no
930223339280392193,no
930222145535344645,no
930221475205931008,yes
930219443094990850,no
930219237335027714,no
930218645535551488,no
930216886478000128,yes
930211910078881792,yes
930209457828716544,no
930207613538721792,no
930207083672334336,no
930205090174132226,no
930203626647072768,no
930202790294622209,no
930201686546796545,yes
930200590508060677,no
930200523432751104,no
930198828564844544,yes
930197467840303111,no
930197332548898816,no
930197222297407489,no
930197134263111686,yes
930196168449187840,yes
930192234976124928,yes
930191578618089473,no
930191179454599168,yes
930190424572137478,yes
930188744799522816,no
930188619163324417,no
930184989022609409,yes
930183982473506816,yes
930182203769786368,yes
930181302648758274,yes
930179288900493312,yes
930178470948225024,no
930178459766226951,no
930177763801272321,no
930175346573529088,yes
930175037021270018,no
930174784524169218,no
930173332049350658,yes
930171756647763968,no
930169668320546817,no
930169277612789766,no
930167888702574593,yes
930167570216509440,no
930166241230249984,yes
930165109938376705,no
930163928696582144,no
930163837789196288,no
930163405729816577,no
930163025293840385,yes
930160518815539200,yes
930159760866988032,yes
930159477860569091,yes
930159335040274433,no
930158675519590400,no
930157925955334144,yes
930157643565498368,no
930155227277414400,yes
930154362076303363,yes
930154300713644032,yes
930152614133665792,no
930151795090968576,yes
930151638794473472,no
930149560940466176,no
930147217775656961,yes
930146397139107840,yes
930145175208329222,yes
930145019184451585,yes
930144729739743232,no
930143193156464640,yes
930142960913715207,no
930141267035648002,yes
930140022677889025,no
930139937541840897,yes
930139696834990082,no
930138941486981120,yes
930138901745950720,yes
930138119210446848,no
930137587603394561,no
930134386250481664,no
930129858201640961,no
930128846128668672,no
930128203561164800,yes
930126040365719553,no
930125166448963592,no
930124884272967680,yes
930124231307943937,yes
930123938834866181,no
930123795922382848,yes
930123327045238784,no
930123185567289344,yes
930123083696033792,no
930122888220495872,no
930121794299875328,yes
930121592385998849,no
930121254367047681,yes
930121116185702400,yes
930121033620885504,no
930119962362032128,yes
930119655481597952,no
930119534887014400,no
930119377936150528,no
930119249670090753,yes
930118934870855681,yes
930118871893315585,no
930118080503656450,yes
930117843324194818,yes
930114393169330177,yes
930113601565753344,yes
930113312200839170,yes
930112981261799424,yes
930112786700685312,no
930111099734757377,yes
930111089060335616,no
930108019626606592,no
930107106056982529,no
930106446859075585,no
930105700533010432,yes
930104064876142593,no
930103715725488128,no
930102197521649667,no
930102161899323392,yes
930101925391011840,no
930101332517769216,no
930099382984347654,no
930099343952109568,no
930098869807013888,yes
930098377416724481,yes
930096717483204610,yes
930095724284596224,yes
930095226118483968,no
930093778035023872,no
930092232551649280,no
930091937612402688,no
930090746291597313,yes
930090702503075841,yes
930089894927568897,no
930088938865332224,no
930088757805699072,no
930087648198307840,yes
930087589599727616,no
930086209296183297,no
930086085316751360,no
930086051208663040,no
930084406508904454,no
930076325611794433,yes
930075857883947008,no
930075525476995072,yes
930075213609418752,yes
930074967911301120,yes
930074926580674560,yes
930074058275815426,no
930071717350985728,no
930071471598264320,no
930071012846325760,yes
930068848115617792,yes
930068649699880960,yes
930068498327498754,yes
930068204248096769,yes
930067774348648448,yes
930067385742184448,no
930066924163293185,yes
930066832526102529,yes
930066623955918849,yes
930066521220636672,yes
930065386300682240,no
930064808476577793,no
930063886321102854,yes
930063821938528256,no
930063806704902145,no
930062857361854464,yes
930062255890337794,yes
930061825357598720,yes
930061775864762369,no
930061440077135872,yes
930060724336029696,no
930059559993053184,yes
930059352702103552,yes
930059076268101632,yes
930058395675234304,no
930056859897253888,no
930055310898880514,yes
930054775391113217,no
930052534022090752,no
930052345618141184,no
930050628621086720,no
930050588640993281,no
930050050755039232,no
930049954294452225,yes
930048247715987456,no
930046894516178944,no
930046776631013376,no
930045978811555843,no
930045637999153154,no
930042511321690112,no
930041256734085120,no
930041142120501249,no
